Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Fri Sep  4 16:24:33 2026,1,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0,36, 158, 30, 159, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 1, 0, 10, 161, 1
Fri Sep  4 16:24:37 2026,2,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0,36, 158, 30, 158, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 2, 0, 10, 70, 1
Fri Sep  4 16:24:42 2026,3,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0,38, 157, 30, 159, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 3, 0, 10, 178, 1
Fri Sep  4 16:24:46 2026,4,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0,38, 155, 30, 156, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 4, 0, 10, 133, 1
Fri Sep  4 16:24:50 2026,5,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0,38, 156, 32, 159, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 5, 0, 10, 138, 1
Fri Sep  4 16:24:55 2026,6,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0,38, 156, 30, 159, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 6, 0, 11, 10, 1
Fri Sep  4 16:25:00 2026,7,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:25:05 2026,8,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:25:11 2026,9,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:25:16 2026,10,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:25:21 2026,11,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:25:27 2026,12,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:25:32 2026,13,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:25:37 2026,14,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:25:43 2026,15,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:25:48 2026,16,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:25:53 2026,17,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:25:59 2026,18,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:26:04 2026,19,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:26:09 2026,20,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:26:15 2026,21,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:26:20 2026,22,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:26:25 2026,23,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:26:31 2026,24,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:26:36 2026,25,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:26:41 2026,26,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:26:47 2026,27,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:26:52 2026,28,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:26:57 2026,29,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:27:03 2026,30,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:27:08 2026,31,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:27:13 2026,32,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:27:19 2026,33,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:27:24 2026,34,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:27:29 2026,35,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:27:35 2026,36,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:27:40 2026,37,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:27:45 2026,38,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Fri Sep  4 16:27:51 2026,39,12, 1, 8, 20, 0, 100, 4, 4, 1, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
