Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,DL_B20,DL_B21,DL_B22,DL_B23,DL_B24,DL_B25,DL_B26,DL_B27,DL_B28,DL_B29,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19,UL_B20,UL_B21,UL_B22,UL_B23,UL_B24,UL_B25,UL_B26,UL_B27,UL_B28,UL_B29
Wed Sep 23 10:10:05 2026,1,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,204, 92, 204, 108, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 1, 0, 6, 78, 1, 254, 160, 246, 139, 253, 53, 87, 154, 3, 2
Wed Sep 23 10:10:06 2026,2,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,204, 89, 202, 105, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 2, 0, 6, 80, 1, 254, 160, 246, 147, 253, 53, 87, 174, 3, 2
Wed Sep 23 10:10:07 2026,3,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,202, 88, 202, 105, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 3, 0, 6, 75, 1, 254, 160, 246, 156, 253, 53, 87, 182, 3, 2
Wed Sep 23 10:10:08 2026,4,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Wed Sep 23 10:10:09 2026,5,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,202, 86, 203, 103, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 4, 0, 6, 78, 1, 254, 160, 246, 178, 253, 53, 87, 236, 3, 2
Wed Sep 23 10:10:10 2026,6,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,202, 88, 203, 102, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 5, 0, 6, 78, 1, 254, 160, 246, 178, 253, 53, 87, 236, 3, 2
Wed Sep 23 10:10:11 2026,7,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,202, 88, 204, 105, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 6, 0, 6, 78, 1, 254, 160, 246, 184, 253, 53, 87, 246, 3, 2
Wed Sep 23 10:10:12 2026,8,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,202, 88, 203, 102, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 7, 0, 6, 80, 1, 254, 160, 246, 181, 253, 53, 87, 255, 3, 2
Wed Sep 23 10:10:12 2026,9,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,204, 91, 205, 106, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 8, 0, 6, 80, 1, 254, 160, 246, 184, 253, 53, 88, 14, 3, 2
Wed Sep 23 10:10:13 2026,10,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,204, 90, 202, 105, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 9, 0, 6, 82, 1, 254, 160, 246, 182, 253, 53, 88, 15, 3, 3
Wed Sep 23 10:10:15 2026,11,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Wed Sep 23 10:10:16 2026,12,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,200, 81, 197, 98, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 10, 0, 6, 91, 1, 254, 160, 246, 188, 253, 53, 88, 29, 3, 3
Wed Sep 23 10:10:17 2026,13,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Wed Sep 23 10:10:18 2026,14,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,204, 90, 202, 105, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 11, 0, 6, 85, 1, 254, 160, 246, 202, 253, 53, 88, 66, 3, 3
Wed Sep 23 10:10:19 2026,15,7, 3, 5, 20, 0, 20, 1, 4, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,204, 90, 203, 103, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 12, 0, 6, 87, 1, 254, 160, 246, 197, 253, 53, 88, 77, 3, 3
