Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Sat Sep 12 09:50:59 2026,1,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0,64, 143, 62, 143, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 1, 0, 11, 112, 1
Sat Sep 12 09:51:01 2026,2,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0,66, 142, 64, 139, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 2, 0, 11, 175, 1
Sat Sep 12 09:51:04 2026,3,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0,66, 142, 66, 140, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 3, 0, 11, 178, 1
Sat Sep 12 09:51:05 2026,4,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0,66, 141, 64, 139, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 4, 0, 11, 241, 1
Sat Sep 12 09:51:08 2026,5,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0,66, 139, 66, 140, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 5, 0, 11, 160, 1
Sat Sep 12 09:51:10 2026,6,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0,66, 142, 64, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 6, 0, 11, 225, 1
Sat Sep 12 09:51:12 2026,7,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0,66, 146, 64, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 7, 0, 11, 239, 1
Sat Sep 12 09:51:15 2026,8,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Sat Sep 12 09:51:16 2026,9,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0,66, 141, 64, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 8, 0, 11, 147, 1
Sat Sep 12 09:51:18 2026,10,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0,66, 141, 64, 143, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 9, 0, 11, 130, 1
Sat Sep 12 09:51:19 2026,11,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0,66, 138, 66, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 10, 0, 11, 209, 1
Sat Sep 12 09:51:21 2026,12,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0,66, 139, 64, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 11, 0, 11, 228, 1
Sat Sep 12 09:51:22 2026,13,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0,66, 138, 66, 140, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 12, 0, 11, 203, 1
Sat Sep 12 09:51:24 2026,14,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0,66, 139, 66, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 13, 0, 11, 225, 1
Sat Sep 12 09:51:25 2026,15,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0,66, 139, 66, 140, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 14, 0, 11, 93, 1
Sat Sep 12 09:51:27 2026,16,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0,66, 138, 68, 140, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 15, 0, 11, 96, 1
Sat Sep 12 09:51:29 2026,17,7, 3, 5, 17, 0, 100, 1, 4, 1, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0,66, 140, 66, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 16, 0, 11, 128, 1
