Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Tue Sep  1 20:27:11 2026,1,12, 1, 8, 20, 0, 10, 4, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0,72, 161, 68, 167, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 1, 0, 11, 107, 1
Tue Sep  1 20:27:16 2026,2,12, 1, 8, 20, 0, 10, 4, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0,64, 163, 66, 156, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 2, 0, 11, 82, 1
Tue Sep  1 20:27:20 2026,3,12, 1, 8, 20, 0, 10, 4, 4, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0,70, 158, 64, 158, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 3, 0, 11, 71, 1
Tue Sep  1 20:27:24 2026,4,12, 1, 8, 20, 0, 10, 4, 4, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0,72, 161, 72, 161, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 4, 0, 11, 250, 1
Tue Sep  1 20:27:28 2026,5,12, 1, 8, 20, 0, 10, 4, 4, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0,76, 158, 72, 159, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 5, 0, 11, 215, 1
Tue Sep  1 20:27:33 2026,6,12, 1, 8, 20, 0, 10, 4, 4, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0,76, 155, 70, 161, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 6, 0, 11, 112, 1
Tue Sep  1 20:27:37 2026,7,12, 1, 8, 20, 0, 10, 4, 4, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0,68, 157, 60, 161, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 7, 0, 11, 80, 1
Tue Sep  1 20:27:41 2026,8,12, 1, 8, 20, 0, 10, 4, 4, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0,64, 166, 62, 158, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 8, 0, 12, 15, 1
Tue Sep  1 20:27:46 2026,9,12, 1, 8, 20, 0, 10, 4, 4, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0,72, 160, 60, 162, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 9, 0, 12, 12, 1
Tue Sep  1 20:27:50 2026,10,12, 1, 8, 20, 0, 10, 4, 5, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0,64, 159, 66, 157, 0, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 9, 0, 11, 118, 1
