Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,DL_B20,DL_B21,DL_B22,DL_B23,DL_B24,DL_B25,DL_B26,DL_B27,DL_B28,DL_B29,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19,UL_B20,UL_B21,UL_B22,UL_B23,UL_B24,UL_B25,UL_B26,UL_B27,UL_B28,UL_B29
Sat Sep 19 09:43:23 2026,1,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,210, 99, 213, 114, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 1, 0, 6, 208, 1, 254, 160, 246, 49, 253, 53, 89, 8, 3, 7
Sat Sep 19 09:43:24 2026,2,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,206, 96, 213, 115, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 2, 0, 6, 208, 1, 254, 160, 246, 49, 253, 53, 89, 8, 3, 7
Sat Sep 19 09:43:25 2026,3,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,208, 95, 213, 115, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 3, 0, 6, 212, 1, 254, 160, 246, 49, 253, 53, 89, 9, 3, 7
Sat Sep 19 09:43:26 2026,4,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,210, 100, 213, 114, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 4, 0, 6, 208, 1, 254, 160, 246, 49, 253, 53, 89, 9, 3, 7
Sat Sep 19 09:43:27 2026,5,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,206, 93, 213, 114, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 5, 0, 6, 233, 1, 254, 160, 246, 49, 253, 53, 89, 10, 3, 7
Sat Sep 19 09:43:28 2026,6,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,214, 103, 216, 116, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 6, 0, 6, 203, 1, 254, 160, 246, 49, 253, 53, 89, 10, 3, 7
Sat Sep 19 09:43:29 2026,7,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,210, 98, 213, 114, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 7, 0, 6, 201, 1, 254, 160, 246, 49, 253, 53, 89, 10, 3, 7
Sat Sep 19 09:43:30 2026,8,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,210, 97, 214, 116, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 8, 0, 6, 208, 1, 254, 160, 246, 49, 253, 53, 89, 10, 3, 7
Sat Sep 19 09:43:31 2026,9,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,210, 98, 214, 116, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 9, 0, 6, 213, 1, 254, 160, 246, 48, 253, 53, 89, 11, 3, 7
Sat Sep 19 09:43:32 2026,10,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,208, 96, 211, 114, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 10, 0, 6, 213, 1, 254, 160, 246, 48, 253, 53, 89, 12, 3, 7
Sat Sep 19 09:43:32 2026,11,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,212, 101, 216, 117, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 11, 0, 6, 208, 1, 254, 160, 246, 48, 253, 53, 89, 13, 3, 7
Sat Sep 19 09:43:34 2026,12,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,210, 100, 214, 117, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 12, 0, 6, 202, 1, 254, 160, 246, 48, 253, 53, 89, 14, 3, 7
Sat Sep 19 09:43:34 2026,13,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,212, 102, 216, 117, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 13, 0, 6, 212, 1, 254, 160, 246, 48, 253, 53, 89, 14, 3, 7
Sat Sep 19 09:43:35 2026,14,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,210, 100, 214, 116, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 14, 0, 6, 208, 1, 254, 160, 246, 48, 253, 53, 89, 15, 3, 7
Sat Sep 19 09:43:36 2026,15,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,210, 99, 214, 116, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 15, 0, 6, 208, 1, 254, 160, 246, 47, 253, 53, 89, 14, 3, 7
Sat Sep 19 09:43:38 2026,16,7, 3, 5, 12, 0, 50, 1, 4, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
