Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Sat Sep 12 11:44:59 2026,1,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0,68, 140, 68, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 208, 1
Sat Sep 12 11:45:02 2026,2,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Sat Sep 12 11:45:03 2026,3,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0,70, 140, 68, 140, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 2, 0, 3, 211, 1
Sat Sep 12 11:45:05 2026,4,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0,72, 139, 70, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 3, 0, 3, 205, 1
Sat Sep 12 11:45:07 2026,5,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0,70, 139, 68, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 4, 0, 3, 180, 1
Sat Sep 12 11:45:10 2026,6,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0,70, 140, 68, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 5, 0, 3, 182, 1
Sat Sep 12 11:45:12 2026,7,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0,72, 140, 70, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 6, 0, 3, 208, 1
Sat Sep 12 11:45:14 2026,8,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0,72, 140, 70, 143, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 7, 0, 3, 173, 1
Sat Sep 12 11:45:17 2026,9,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Sat Sep 12 11:45:18 2026,10,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0,72, 141, 70, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 8, 0, 3, 181, 1
Sat Sep 12 11:45:20 2026,11,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0,72, 140, 70, 142, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 9, 0, 3, 181, 1
Sat Sep 12 11:45:23 2026,12,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0,72, 140, 70, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 10, 0, 3, 167, 1
Sat Sep 12 11:45:25 2026,13,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0,70, 140, 70, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 11, 0, 3, 161, 1
Sat Sep 12 11:45:28 2026,14,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0,72, 140, 72, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 12, 0, 3, 162, 1
Sat Sep 12 11:45:30 2026,15,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0,72, 140, 70, 143, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 13, 0, 3, 160, 1
Sat Sep 12 11:45:32 2026,16,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0,72, 139, 70, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 14, 0, 3, 192, 1
Sat Sep 12 11:45:34 2026,17,7, 3, 5, 20, 0, 100, 1, 4, 1, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0,72, 140, 70, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 15, 0, 3, 161, 1
Sat Sep 12 11:45:36 2026,18,7, 3, 5, 20, 0, 100, 2, 4, 1, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0,72, 140, 70, 142, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 16, 0, 3, 185, 1
Sat Sep 12 11:45:38 2026,19,7, 3, 5, 20, 0, 100, 2, 4, 1, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0,72, 139, 70, 142, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 17, 0, 3, 179, 1
Sat Sep 12 11:45:41 2026,20,7, 3, 5, 20, 0, 100, 2, 4, 1, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0,72, 141, 70, 141, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 18, 0, 3, 167, 1
Sat Sep 12 11:45:43 2026,21,7, 3, 5, 20, 0, 100, 2, 4, 1, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0,72, 141, 70, 142, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 19, 0, 3, 166, 1
