Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,DL_B20,DL_B21,DL_B22,DL_B23,DL_B24,DL_B25,DL_B26,DL_B27,DL_B28,DL_B29,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19,UL_B20,UL_B21,UL_B22,UL_B23,UL_B24,UL_B25,UL_B26,UL_B27,UL_B28,UL_B29
Tue Sep 22 19:40:09 2026,1,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,194, 104, 198, 113, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 254, 160, 246, 67, 253, 53, 88, 186, 2, 225
Tue Sep 22 19:40:15 2026,2,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,200, 109, 196, 112, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 254, 160, 246, 49, 253, 53, 88, 178, 2, 221
Tue Sep 22 19:40:20 2026,3,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,200, 108, 194, 112, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1, 254, 160, 246, 36, 253, 53, 88, 178, 2, 218
Tue Sep 22 19:40:26 2026,4,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,198, 108, 194, 112, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 1, 254, 160, 246, 32, 253, 53, 88, 172, 2, 217
Tue Sep 22 19:40:31 2026,5,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,196, 102, 193, 111, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 1, 254, 160, 246, 52, 253, 53, 88, 199, 2, 236
Tue Sep 22 19:40:37 2026,6,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,200, 110, 195, 111, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 1, 254, 160, 246, 42, 253, 53, 88, 202, 2, 236
Tue Sep 22 19:40:42 2026,7,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,202, 110, 195, 110, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 7, 0, 0, 0, 1, 254, 160, 246, 33, 253, 53, 88, 198, 2, 236
Tue Sep 22 19:40:47 2026,8,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,200, 111, 191, 106, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 0, 1, 254, 160, 246, 49, 253, 53, 88, 186, 2, 235
Tue Sep 22 19:40:53 2026,9,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,202, 111, 198, 113, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 0, 1, 254, 160, 246, 46, 253, 53, 88, 185, 2, 234
Tue Sep 22 19:40:58 2026,10,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,200, 109, 197, 111, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 0, 1, 254, 160, 246, 39, 253, 53, 88, 172, 2, 233
Tue Sep 22 19:41:04 2026,11,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,200, 111, 196, 112, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 11, 0, 0, 0, 1, 254, 160, 246, 15, 253, 53, 88, 156, 2, 232
Tue Sep 22 19:41:09 2026,12,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,200, 110, 197, 114, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 12, 0, 0, 0, 1, 254, 160, 246, 25, 253, 53, 88, 159, 2, 234
Tue Sep 22 19:41:15 2026,13,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,200, 111, 196, 112, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 13, 0, 0, 0, 1, 254, 160, 246, 42, 253, 53, 88, 165, 2, 235
Tue Sep 22 19:41:20 2026,14,12, 1, 8, 20, 0, 20, 5, 4, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,198, 108, 195, 110, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 14, 0, 0, 0, 1, 254, 160, 246, 59, 253, 53, 88, 161, 2, 236
